icd9_code,short_title,long_title
80034,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80035,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80036,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
80046,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
80050,Opn skull vault fracture,"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness"
80060,Opn skl vlt fx/cereb lac,"Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness"
80061,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness"
80065,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80070,Opn skl vlt fx/menin hem,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80071,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
80075,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80076,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80080,Opn skull vlt fx/hem NEC,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80081,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
80082,Opn skul vlt fx-brf coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
80085,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80100,Clos skull base fracture,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness"
80101,Cl skul base fx w/o coma,"Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness"
80102,Cl skul base fx-brf coma,"Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness"
80105,Cl skl base fx-deep coma,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80106,Cl skul base fx-coma NOS,"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration"
80109,Cl skull base fx-concuss,"Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified"
80110,Cl skl base fx/cereb lac,"Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness"
80111,Cl skul base fx w/o coma,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
80112,Cl skul base fx-brf coma,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80113,Cl skul base fx-mod coma,"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
80114,Cl skl base fx-prol coma,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80115,Cl skl base fx-deep coma,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80116,Cl skul base fx-coma NOS,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80119,Cl skull base fx-concuss,"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified"
80120,Cl skl base fx/menin hem,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80121,Cl skul base fx w/o coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
80122,Cl skul base fx/brf coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80123,Cl skul base fx-mod coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
80124,Cl skl base fx-prol coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80125,Cl skl base fx-deep coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80126,Cl skul base fx-coma NOS,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80129,Cl skull base fx-concuss,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
80130,Cl skull base fx/hem NEC,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80131,Cl skul base fx w/o coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
80132,Cl skul base fx-brf coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
80135,Cl skl base fx-deep coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80136,Cl skul base fx-coma NOS,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
80140,Cl sk base fx/br inj NEC,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
80141,Cl skul base fx w/o coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
80142,Cl skul base fx-brf coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
80144,Cl skl base fx-prol coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level"
80145,Cl skl base fx-deep coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80146,Cl skul base fx-coma NOS,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
80150,Open skull base fracture,"Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness"
80151,Opn skl base fx w/o coma,"Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness"
80152,Opn skl base fx-brf coma,"Open fracture of base of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
80160,Op skl base fx/cereb lac,"Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness"
80161,Opn skl base fx w/o coma,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
80162,Opn skl base fx-brf coma,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80164,Op skl base fx-prol coma,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80165,Op skl base fx-deep coma,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80170,Op skl base fx/menin hem,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80171,Opn skl base fx w/o coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
80172,Opn skl base fx-brf coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80174,Op skl base fx-prol coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80175,Op skl base fx-deep coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80176,Opn skl base fx-coma NOS,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
